playlist_uri,artist,name,decade
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Sade,By Your Side,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Craig David,7 Days,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Jesse McCartney,Beautiful Soul,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Westlife,My Love,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,James Blunt,Goodbye My Lover,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,OneRepublic,Apologize,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Rihanna,Hate That I Love You,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Kelly Clarkson,Because of You,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,The Corrs,Breathless,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Gabrielle,Out Of Reach,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Five For Fighting,Superman (It's Not Easy),2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Taylor Swift,Teardrops On My Guitar - Radio Single Remix,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Amy Winehouse,Love Is A Losing Game,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Mario,Let Me Love You,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,David Archuleta,Crush,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Robbie Williams,Somethin' Stupid,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Britney Spears,Everytime,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Leona Lewis,Better in Time,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,*NSYNC,This I Promise You,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Fergie,Big Girls Don't Cry (Personal),2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,John Mayer,Half of My Heart,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Beyoncé,Halo,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Counting Crows,Accidentally In Love,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Blue,Best In Me,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,John Legend,Save Room,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Maroon 5,Won't Go Home Without You,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,S Club 7,Never Had A Dream Come True,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,The Pussycat Dolls,Stickwitu,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Miley Cyrus,When I Look At You,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Michael Bublé,Home,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Enrique Iglesias,Hero,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,M2M,Pretty Boy,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,Ryan Cabrera,True,2000s
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7?si=a175bb1526bf452f,S Club 7,Have You Ever,2000s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Ruth B.,Dandelions,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Ed Sheeran,Perfect,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Lewis Capaldi,Someone You Loved,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Bruno Mars,When I Was Your Man,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,The Weeknd,Die For You,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,James Arthur,Say You Won't Let Go,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Rihanna,Love On The Brain,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,John Legend,All of Me,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,The Chainsmokers,Something Just Like This,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Sam Smith,Too Good At Goodbyes,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,DJ Snake,Let Me Love You,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Ed Sheeran,Thinking out Loud,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Jaymes Young,Infinity,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Bruno Mars,Just the Way You Are,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Lady Gaga,Always Remember Us This Way,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Sam Smith,Stay With Me,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,P!nk,Just Give Me a Reason (feat. Nate Ruess),2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Lewis Capaldi,Bruises,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Christina Perri,A Thousand Years,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Calum Scott,Dancing On My Own,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Camila Cabello,Havana (feat. Young Thug),2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Adele,Someone Like You,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Dean Lewis,Be Alright,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Lady Gaga,Million Reasons,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,One Direction,You & I,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,gnash,"i hate u, i love u (feat. olivia o'brien)",2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Niall Horan,Slow Hands,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Halsey,Without Me,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Selena Gomez,The Heart Wants What It Wants,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Shawn Mendes,Imagination,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Rihanna,Diamonds,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Bazzi,I.F.L.Y.,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,One Direction,Little Things,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Adele,Send My Love (To Your New Lover),2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,A Great Big World,Say Something,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Ed Sheeran,Lego House,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Rihanna,Stay,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Christina Perri,Jar of Hearts,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Lauv,Never Not,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,John Mayer,XO,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Miley Cyrus,Adore You,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Lukas Graham,Love Someone,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Jason Mraz,I Won't Give Up,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Snoh Aalegra,I Want You Around,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Sam Smith,Lay Me Down,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Selena Gomez,Same Old Love,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Clean Bandit,I Miss You (feat. Julia Michaels),2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Shontelle,Impossible,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,James TW,Please Keep Loving Me,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Katy Perry,The One That Got Away - Acoustic,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Ellie Goulding,Your Song - Bonus Track,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,John Mayer,Who You Love (feat. Katy Perry),2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Tom Walker,Just You and I - Acoustic,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,John Legend,You & I (Nobody in the World),2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Jessie J,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Adele,Sweetest Devotion,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Nathan Sykes,Over And Over Again,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,Katy Perry,Unconditionally,2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2010s
https://open.spotify.com/playlist/37i9dQZF1DWVTfbQdQ8l7H?si=ea5210729ef84f74,P!nk,You Get My Love,2010s
